

*******************************************************************************
Ephemeris / WWW_USER Fri Nov 12 15:24:42 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Epimetheus (611)                {source: sat415_merged_DE437}
Center body name: Saturn (699)                    {source: sat415_merged_DE437}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2010-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2020-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {W-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {W-lon(deg),Dxy(km),Dz(km)}
Center radii    : 60268.0 x 60268.0 x 54364.0 km  {Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2455227.500000000, A.D. 2010-Jan-31 00:00:00.0000,  1.470356236614863E+05, -3.313063173164455E+04,  3.047466492991683E+03,  3.113967493278670E+00,  1.375855940255409E+01, -7.399526393074790E+00,
2455228.500000000, A.D. 2010-Feb-01 00:00:00.0000, -1.289725926289338E+05,  7.510226373393010E+04, -2.647530508605900E+04, -8.344589636042459E+00, -1.162618981466153E+01,  6.797258585626500E+00,
2455229.500000000, A.D. 2010-Feb-02 00:00:00.0000,  8.646450593962581E+04, -1.141667667484603E+05,  5.072224769462864E+04,  1.284588285882084E+01,  7.628104205286041E+00, -5.159796477851702E+00,
2455230.500000000, A.D. 2010-Feb-03 00:00:00.0000, -3.896279140440511E+04,  1.305932574604981E+05, -6.373865135323362E+04, -1.538740173591175E+01, -2.992823061386054E+00,  3.004847295083760E+00,
2455231.500000000, A.D. 2010-Feb-04 00:00:00.0000, -2.078138963692909E+04, -1.336786864673147E+05,  7.100398455107493E+04,  1.552312413530057E+01, -2.451913825907360E+00, -2.025096419251955E-01,
2455232.500000000, A.D. 2010-Feb-05 00:00:00.0000,  7.254410343456354E+04,  1.136998701183304E+05, -6.557642696362501E+04, -1.395004424733091E+01,  7.442484299250680E+00, -2.527442770428530E+00,
2455233.500000000, A.D. 2010-Feb-06 00:00:00.0000, -1.170115660348480E+05, -8.235094312778510E+04,  5.356149349352194E+04,  9.974163021776272E+00, -1.114935508143571E+01,  4.820631289047156E+00,
2455234.500000000, A.D. 2010-Feb-07 00:00:00.0000,  1.434738396251621E+05,  3.330695800765744E+04, -3.068678093531291E+04, -4.726362059107153E+00,  1.372037049787498E+01, -6.645322030601818E+00,
2455235.500000000, A.D. 2010-Feb-08 00:00:00.0000, -1.512075013958620E+05,  1.252675437680702E+04,  7.694406626583376E+03, -9.308289623735045E-01, -1.398220969485958E+01,  7.313281487553453E+00,
2455236.500000000, A.D. 2010-Feb-09 00:00:00.0000,  1.350116250628069E+05, -6.552996325272424E+04,  2.125434994045156E+04,  6.944574847049297E+00,  1.237468660638179E+01, -7.045892135039743E+00,
2455237.500000000, A.D. 2010-Feb-10 00:00:00.0000, -1.040476707586815E+05,  1.005455119909488E+05, -4.228604939833473E+04, -1.154473087463930E+01, -9.274060962340231E+00,  5.871771154353423E+00,
2455238.500000000, A.D. 2010-Feb-11 00:00:00.0000,  5.342008870268553E+04, -1.289309156181686E+05,  6.171439435699931E+04,  1.465082340160920E+01,  4.430350000838494E+00, -3.654478676587482E+00,
2455239.500000000, A.D. 2010-Feb-12 00:00:00.0000,  2.344440683646962E+02,  1.332261284957744E+05, -6.894839990937579E+04, -1.595296447024742E+01,  6.605681114091021E-01,  1.139223249212240E+00,
2455240.500000000, A.D. 2010-Feb-13 00:00:00.0000, -5.655053953396447E+04, -1.239362025621393E+05,  6.937874362334164E+04,  1.452671920195184E+01, -5.747263139097130E+00,  1.628557991019129E+00,
2455241.500000000, A.D. 2010-Feb-14 00:00:00.0000,  1.043380896954205E+05,  9.171861331064900E+04, -5.712741266820871E+04, -1.148432425739395E+01,  1.027392231466783E+01, -4.256835268566538E+00,
2455242.500000000, A.D. 2010-Feb-15 00:00:00.0000, -1.366560293279795E+05, -5.360420032048856E+04,  4.036705860189167E+04,  6.718057882676600E+00, -1.291603964171875E+01,  6.068641307033572E+00,
2455243.500000000, A.D. 2010-Feb-16 00:00:00.0000,  1.505913129564433E+05, -6.501877068894037E+02, -1.352906710319424E+04, -7.415979581821194E-01,  1.411458701746876E+01, -7.243217197309519E+00,
2455244.500000000, A.D. 2010-Feb-17 00:00:00.0000, -1.437970118093867E+05,  4.522007288329663E+04, -1.021958751341976E+04, -4.844108294355297E+00, -1.325388084850955E+01,  7.313190463075163E+00,
2455245.500000000, A.D. 2010-Feb-18 00:00:00.0000,  1.149113403149118E+05, -9.269970794135763E+04,  3.751653687736899E+04,  1.017859925687167E+01,  1.027941245158118E+01, -6.262180681763484E+00,
2455246.500000000, A.D. 2010-Feb-19 00:00:00.0000, -7.258521265517913E+04,  1.192756743830740E+05, -5.521239898950738E+04, -1.397557897014856E+01, -6.305251373692124E+00,  4.549145674666308E+00,
2455247.500000000, A.D. 2010-Feb-20 00:00:00.0000,  1.803329940408116E+04, -1.354288835186883E+05,  6.861530851483687E+04,  1.554289457243913E+01,  1.080690436506505E+00, -1.980936690653320E+00,
2455248.500000000, A.D. 2010-Feb-21 00:00:00.0000,  3.882736150720611E+04,  1.271551629895977E+05, -6.954109584077062E+04, -1.541744631004360E+01,  4.220356428632298E+00, -7.839873546445356E-01,
2455249.500000000, A.D. 2010-Feb-22 00:00:00.0000, -8.833191369072445E+04, -1.068709294394686E+05,  6.354073728416621E+04,  1.271308359437314E+01, -8.665509361897790E+00,  3.341588987138138E+00,
2455250.500000000, A.D. 2010-Feb-23 00:00:00.0000,  1.286898846474125E+05,  6.442563140579198E+04, -4.517424135580139E+04, -8.324738160538653E+00,  1.233663022712064E+01, -5.651400979478497E+00,
2455251.500000000, A.D. 2010-Feb-24 00:00:00.0000, -1.478268456835549E+05, -2.175246309172513E+04,  2.473269249618388E+04,  3.055001751909704E+00, -1.391692284653235E+01,  6.955220586977797E+00,
2455252.500000000, A.D. 2010-Feb-25 00:00:00.0000,  1.482081726002574E+05, -3.355635535535680E+04,  4.003668554990891E+03,  3.139121578738962E+00,  1.361755700730186E+01, -7.364968133217928E+00,
2455253.500000000, A.D. 2010-Feb-26 00:00:00.0000, -1.274011658796003E+05,  7.499160801620285E+04, -2.746856629699170E+04, -8.474844318015963E+00, -1.167836426875452E+01,  6.842471727177127E+00,
2455254.500000000, A.D. 2010-Feb-27 00:00:00.0000,  8.846465068237326E+04, -1.136199379959953E+05,  5.112798255949088E+04,  1.272176307463036E+01,  7.661012931091606E+00, -5.137902362020192E+00,
2455255.500000000, A.D. 2010-Feb-28 00:00:00.0000, -3.675092145154372E+04,  1.302898903489569E+05, -6.451992922403668E+04, -1.546813826092976E+01, -2.928297278395975E+00,  2.922493135128506E+00,
2455256.500000000, A.D. 2010-Mar-01 00:00:00.0000, -1.787823120383578E+04, -1.338482537487037E+05,  7.134351831211046E+04,  1.555553709692317E+01, -2.274141676352887E+00, -2.195529517177293E-01,
2455257.500000000, A.D. 2010-Mar-02 00:00:00.0000,  7.431438987112058E+04,  1.132016975057619E+05, -6.570701035914254E+04, -1.387410353726093E+01,  7.427174786899851E+00, -2.619760261624829E+00,
2455258.500000000, A.D. 2010-Mar-03 00:00:00.0000, -1.147448353133530E+05, -8.352986107933318E+04,  5.390279909430179E+04,  1.016860116525766E+01, -1.109343739125590E+01,  4.868559134128961E+00,
2455259.500000000, A.D. 2010-Mar-04 00:00:00.0000,  1.445907703405391E+05,  3.389063587149804E+04, -3.070690081555906E+04, -4.749153238158598E+00,  1.356330164584669E+01, -6.648831718695597E+00,
2455260.500000000, A.D. 2010-Mar-05 00:00:00.0000, -1.500292877036475E+05,  1.146793528241105E+04,  7.519410610181838E+03, -8.354726445331070E-01, -1.407911100872628E+01,  7.424659977793758E+00,
2455261.500000000, A.D. 2010-Mar-06 00:00:00.0000,  1.371353062964379E+05, -6.367254087003571E+04,  2.091703577394457E+04,  6.716982473849392E+00,  1.235239867033778E+01, -7.055648843189604E+00,
2455262.500000000, A.D. 2010-Mar-07 00:00:00.0000, -1.031171156777974E+05,  1.000576762690120E+05, -4.301307891367882E+04, -1.157570300877730E+01, -9.340514260069853E+00,  5.921744425698082E+00,
2455263.500000000, A.D. 2010-Mar-08 00:00:00.0000,  5.729764988582761E+04, -1.276273966345152E+05,  6.157804921037865E+04,  1.452265047871702E+01,  4.671624701172308E+00, -3.747775976607674E+00,
2455264.500000000, A.D. 2010-Mar-09 00:00:00.0000,  9.826432156041928E+02,  1.330918340636760E+05, -6.971172466240362E+04, -1.593129790235134E+01,  5.990823537452148E-01,  1.118128819056685E+00,
2455265.500000000, A.D. 2010-Mar-10 00:00:00.0000, -5.262090985606382E+04, -1.244983030616135E+05,  6.989202198253499E+04,  1.470812945141503E+01, -5.502133623423183E+00,  1.558399548620139E+00,
2455266.500000000, A.D. 2010-Mar-11 00:00:00.0000,  1.045931174493297E+05,  9.267065488398148E+04, -5.792955957363379E+04, -1.150352189182465E+01,  1.008072847788682E+01, -4.245617468418421E+00,
2455267.500000000, A.D. 2010-Mar-12 00:00:00.0000, -1.344572511899014E+05, -5.515529560077719E+04,  4.098359451614306E+04,  6.994770568854074E+00, -1.289902934433956E+01,  6.130204301636302E+00,
2455268.500000000, A.D. 2010-Mar-13 00:00:00.0000,  1.516614977090398E+05,  2.071834703653578E+03, -1.471857107070408E+04, -1.007174368197915E+00,  1.396426767076112E+01, -7.230214420230208E+00,
2455269.500000000, A.D. 2010-Mar-14 00:00:00.0000, -1.431153586438238E+05,  4.407561067257715E+04, -1.025124770648005E+04, -4.716672316183597E+00, -1.335844544104892E+01,  7.430853809529107E+00,
2455270.500000000, A.D. 2010-Mar-15 00:00:00.0000,  1.183878395012651E+05, -8.963296120747636E+04,  3.639194892437831E+04,  9.855337705129228E+00,  1.044097332314356E+01, -6.365683194260824E+00,
2455271.500000000, A.D. 2010-Mar-16 00:00:00.0000, -7.262234990625533E+04,  1.188387525505920E+05, -5.586576681799103E+04, -1.391701229158051E+01, -6.407348253677807E+00,  4.616362149799086E+00,
2455272.500000000, A.D. 2010-Mar-17 00:00:00.0000,  2.300023424482190E+04, -1.342638304451130E+05,  6.846677247610106E+04,  1.553516414554690E+01,  1.440468125260981E+00, -2.155051335414827E+00,
2455273.500000000, A.D. 2010-Mar-18 00:00:00.0000,  3.809025630927997E+04,  1.278081298551345E+05, -7.061267204769881E+04, -1.538084964227897E+01,  4.013765934409715E+00, -7.245455061363973E-01,
2455274.500000000, A.D. 2010-Mar-19 00:00:00.0000, -8.448263402237503E+04, -1.078655667762222E+05,  6.434515184498912E+04,  1.301631477208853E+01, -8.456309241081867E+00,  3.274172376758387E+00,
